task_id	strategy	run_id	round_id	commit	dev_score	confirm_score	blind_score	status	failure_type	training_seconds	lines_changed	description
hla_immunogenicity	constrained	1	70	e75ec13	0.881500			discard		304.366451	61	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` only. Added `CompetitivePreferenceBridge`, which combines mutant-minus-wildtype preference hidden state, average preference, HLA, and existing pair-scalar context into a compact competitive-support representation. Wired that hidden state into `NeoantigenRanker` so it contributes to the contrast head input, adds a small residual into `contrast_hidden`, and is included in final conditioning. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	71	80a6e79	0.880678			discard		304.388570	93	Modified `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` only. Added `DirectionalAlleleContext`, which splits comparison/context scalars into a directional support view and residual context, conditions both on HLA, feeds separate mutant and wildtype scalar contexts into the shared preference head inputs, and threads the resulting directional delta into the contrast head and final conditioning stack. Verified with `python -m py_compile train.py`. A runtime forward-pass check was not possible in the shell because the available `python` environment did not have `torch` installed.
hla_immunogenicity	constrained	1	72	7a8f599				discard	train_failed		49	Modified [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L78](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L78) and [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L428](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L428) to define fixed base-scalar support/context slices and refactor `HLAConditionedPairScalars` into separate mutant-support, wildtype-support, and shared-context projections. Updated [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L610](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L610) so the pair-scalar context now mixes HLA, average preference, and the learned preference delta with an explicit support delta before entering the existing contrast/fusion path. Verified with `python -m py_compile train.py`. [train failed]
hla_immunogenicity	constrained	1	73	9c846e8	0.929478			discard		304.306618	40	Modified [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L457](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L457) to add `CompetitiveHLAContext`, a compact HLA-conditioned sequence interaction block built from existing mutant, wildtype, delta, and HLA representations. Wired it into [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L550](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L550) and [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L620](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L620) so the new hidden state contributes to the contrast head input, adds a small residual into `contrast_hidden`, and is included in final conditioning. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	74	f1d7c95	0.928765			discard		304.374931	52	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py`. Added `HLAConditionedPreferenceCompetition` at `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py:425`, instantiated and wired it into `NeoantigenRanker` at `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py:565`, and fed its hidden state into the contrast head, contrast residual path, and final conditioning stack at `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py:630`. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	75	960cae1	0.929417			discard		304.543986	43	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py`. Added `ScalarSupportContext` at `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py:457` to mix `HLAConditionedPairScalars` output with `HLAConditionedContrastScalars` output via concatenation, absolute difference, and elementwise product. Wired it into `NeoantigenRanker` at `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py:555` and `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py:634` so the new hidden state contributes to the contrast head, adds a small residual into `contrast_hidden`, and is included in final conditioning. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	76	0ce405c	0.926355			discard		304.389095	67	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py`. Added `CompetitiveSupportBridge`, which mixes an HLA-conditioned sequence-competition summary with the existing pair-scalar context and preference-delta hidden state, then feeds that hidden state into the contrast head, contrast residual path, and final conditioning stack. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	77	5c30dec	0.927476			discard		304.614444	59	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py`. Added `MutationPreferenceBridge`, which builds an HLA-conditioned mutation-context hidden state from the delta sequence branch and aligns it with the learned mutant-vs-wildtype preference states. Wired that hidden state into the contrast head input, added a small residual into `contrast_hidden`, and included it in final conditioning before fusion. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	78	9e5e099	0.927178			discard		304.639248	80	Modified [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L78](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L78) to define fixed mutant/wildtype/shared slices for the base scalar block, added `HLAConditionedAlleleScalars` at [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L460](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L460), and wired it into `NeoantigenRanker` at [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L545](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L545) and [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L631](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L631) so allele-specific scalar contexts augment both preference inputs and their delta also conditions the contrast/fusion path. Verified with `python -m py_compile train.py`. A runtime forward-pass check was not possible in this shell because `python` does not have `torch` installed.
hla_immunogenicity	constrained	1	79	13a70a5	0.930740			discard		304.556122	83	Modified only [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L78](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L78), [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L367](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L367), and [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L532](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L532). Added a dedicated HLA-conditioned tower for the first four direct WT-vs-Mut support scalars plus a `PreferenceSupportBridge` that mixes that support view with the learned preference delta and average preference, then fed both hidden states into the contrast head, residual contrast conditioning, and final fusion stack. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	80	6c872e6	0.899137			discard		304.448079	85	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py`. Added `HLAConditionedAlleleInteractions`, which builds a shared HLA-conditioned competition context from mutant, wildtype, and delta interaction tensors, derives separate mutant and wildtype interaction contexts, appends those contexts to the two preference-head inputs, and feeds their delta into the WT-vs-Mut contrast and final conditioning path. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	81	49c22b3	0.885492			discard		304.497141	8	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py`. Expanded the `comparison` block with explicit binding-support and rank-support agreement features, and expanded the `context` block with foreignness- and agretopicity-weighted versions of those agreement signals so the existing HLA-conditioned contrast-scalar pathway receives a more structured WT-vs-Mut scalar competition view. Verified with `python -m py_compile train.py`. 
hla_immunogenicity	constrained	1	82	349020a	0.897520			discard		304.631871	52	Modified only [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L76](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L76), [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L428](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L428), and [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L613](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L613). Added fixed base-scalar slices for mutant-support, wildtype-support, and shared context; refactored `HLAConditionedPairScalars` to project those streams separately under the same HLA and mix an explicit support delta with the existing preference delta; and updated the forward pass to provide `preference_delta_hidden` to that block. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	83	288649c	0.929734			discard		304.658177	10	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py`. Expanded the scalar feature definitions at lines 62-78 with three WT-vs-Mut support-context comparison features and two shared support-context features, and implemented their values in `build_feature_blocks` at lines 202-223. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	84	15e4125	0.928649			discard		304.589065	75	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py`. Added `SupportConditionedPreference` at `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py:425`, instantiated it in `NeoantigenRanker` at `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py:581`, and fed its hidden state into the contrast head, contrast residual path, and final conditioning stack at `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py:662`. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	85	22dea2d				discard	train_failed		57	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py`. Added `HLACompetitionContext` at `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py:457`, instantiated it in `NeoantigenRanker` at `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py:554`, and wired its hidden state into the contrast head, contrast residual path, final conditioning stack, and sequence feature block at `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py:616-706`. Verified with `python -m py_compile train.py`. [train failed]
hla_immunogenicity	constrained	1	86	b59d04c	0.931728			keep		304.656919	110	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py`. Added `HLASupportPreferenceContext`, wired its shared support context and signed support-bias hidden state into the mutant/wildtype preference-head inputs, and threaded both hidden states into the contrast and final fusion conditioning paths. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	87	abe3f9f	0.884817			discard		304.641745	98	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py`. Added `HLAMutationPreferenceContext`, instantiated it when the `context` block is present, and wired its shared mutation-context and signed mutation-bias hidden states into the mutant/wildtype preference-head inputs, the contrast head inputs/residual path, and the final fusion conditioning stack. Verified with `python -m py_compile train.py`; no training run was executed here.
hla_immunogenicity	constrained	1	88	ac12d8e	0.899178			discard		304.516027	26	Modified only [train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L599) and [train.py](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L691) to add a second `ContrastAgreementBlock` instance that compares the round-86 signed support-bias hidden state against the HLA-conditioned contrast-scalar hidden state, then threads that agreement hidden state into the contrast-head inputs, contrast residual conditioning, and final fusion conditioning. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	89	5d57027				discard	train_failed		83	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py`. Replaced `ContrastAgreementBlock` with `SupportBiasedAlleleContext`, reduced the added preference-head support input from shared-plus-bias to one allele-specific support-conditioned HLA context per allele, and threaded the resulting support-average and support-delta hidden states into the contrast and fusion conditioning paths. Verified with `python -m py_compile train.py`. [train failed]
hla_immunogenicity	constrained	1	90	23ac360	0.925361			discard		304.845863	120	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py`. Added `SupportConditionedInteractionBridge`, instantiated it in `NeoantigenRanker`, and threaded its shared and delta hidden states into the WT-vs-Mut contrast inputs, contrast residual conditioning, and final fusion conditioning path. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	91	dc2c9a3	0.928505			discard		304.627636	85	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py`. Added `SupportPreferenceBridge`, instantiated it when the round-86 support-preference context is available, and threaded its shared-alignment and delta-alignment hidden states into the WT-vs-Mut contrast inputs, contrast residual conditioning, and final fusion conditioning path. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	92	ed7f70f	0.865383			discard		304.820866	82	Modified only [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L78](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L78), [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L430](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L430), and [/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L737](/Volumes/KINGSTON/work/research/AutoNeoAg/train.py#L737). Added explicit base-scalar slices for mutant support, wildtype support, and shared non-support context; refactored `HLAConditionedPairScalars` to form separate HLA-conditioned shared-context and signed support-competition states and recombine them; and updated the forward pass to provide `preference_delta_hidden` to that block. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	93	1ae49c8	0.898186			discard		304.617437	10	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py`. Expanded the `context` scalar block with four support-structure features: shared binding support, shared presentation support, stability-weighted binding competition, and foreignness-weighted presentation competition, and implemented their values in `build_feature_blocks`. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	94	055b915	0.925337			discard		304.571771	23	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py`. Updated `HLAConditionedPairScalars` to project and mix `preference_delta_hidden` alongside the existing average-preference and HLA-conditioned base scalar signals, and passed `preference_delta_hidden` into that block from `NeoantigenRanker.forward`. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	95	11ae1d3	0.927677			discard		304.555993	34	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py`. Updated `HLAConditionedPairScalars` at `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py:427` to project and mix the round-86 support-shared and support-bias hidden states alongside base scalars, HLA, and average preference, and passed those support states into the pair-scalar context from `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py:702`. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	96	4b60f8c	0.929701			discard		304.670083	84	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py`. Added `PreferenceConditionedInteractionBlock`, instantiated it in `NeoantigenRanker`, and threaded its shared and delta interaction hidden states into the WT-vs-Mut contrast inputs, contrast residual conditioning, and final fusion conditioning path. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	97	dc21d56	0.929652			discard		304.528244	4	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py`. Expanded the `context` scalar block with `stability_x_ba_advantage` and `foreignness_x_el_advantage`, implemented as `delta_fraction * stab_log_half_life * (wt_log_ba - mut_log_ba)` and `delta_fraction * foreignness * (mut_el - wt_el)`. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	98	fad4186	0.924589			discard		304.420365	56	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py` by adding `SharedInteractionContext` around line 427, instantiating it in `NeoantigenRanker` around line 640, and threading its shared HLA-anchor hidden state into the contrast and fusion conditioning paths around line 739. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	99	9433e4c	0.928565			discard		304.564689	59	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py`. Replaced `ContrastAgreementBlock` with `CompetitiveContextBlock`, instantiated it only when both HLA-conditioned pair-scalar and support-bias states are available, and threaded the resulting signed competition hidden state into the contrast inputs, contrast residual conditioning, and final fusion conditioning path. Verified with `python -m py_compile train.py`.
hla_immunogenicity	constrained	1	100	10b2371	0.887465			discard		304.596047	65	Modified only `/Volumes/KINGSTON/work/research/AutoNeoAg/train.py`. Replaced `ContrastAgreementBlock` with `InteractionCompetitionBlock`, instantiated it when both HLA-conditioned pair-scalar and support-bias states are available, and threaded its signed competition hidden state into the contrast inputs, contrast residual conditioning, and final fusion conditioning path. Verified with `python -m py_compile train.py`.
